Order_ID,Company,City,Customer_Age,Product_Category,Discount_Applied,Order_Value,Delivery_Time_Min,Distance_Km,Items_Count,Customer_Rating,Delivery_Partner_Rating
ORD003999,JioMart Express,Chennai,40.0,Household Essentials,No,584.47,12.8,7.98,19.0,5.0,4.0
ORD004000,Blinkit,Mumbai,20.0,Groceries,No,125.84,23.8,9.54,1.0,5.0,3.0
ORD004001,Dunzo,Mumbai,20.0,Household Essentials,No,240.71,23.0,3.88,,2.0,4.0
ORD004002,BigBasket Now,Bangalore,35.0,Meat & Seafood,Yes,210.16,9.9,4.66,19.0,1.0,3.0
ORD004003,Swiggy Instamart,Mumbai,42.0,Meat & Seafood,Yes,227.55,11.0,6.88,2.0,4.0,3.0
ORD004004,Swiggy Instamart,Ahmedabad,60.0,Snacks & Munchies,Yes,517.66,14.6,9.69,16.0,5.0,4.0
ORD004005,BigBasket Now,Mumbai,37.0,Beverages,No,750.95,11.6,8.96,2.0,4.0,5.0
ORD004006,Dunzo,Bangalore,46.0,Beverages,No,496.1,32.8,6.84,9.0,5.0,3.0
ORD004007,Zepto,,39.0,Meat & Seafood,No,352.13,15.2,8.64,18.0,4.0,3.0
ORD004008,Blinkit,Hyderabad,32.0,Household Essentials,Yes,276.3,23.5,1.31,16.0,4.0,5.0
ORD004009,Dunzo,Mumbai,56.0,Bakery,Yes,786.95,20.2,4.08,7.0,1.0,4.0
ORD004010,JioMart Express,Bangalore,27.0,Bakery,No,1397.94,18.3,0.62,9.0,2.0,5.0
ORD004011,BigBasket Now,Delhi,38.0,Baby Care,No,437.48,16.7,2.19,12.0,5.0,3.0
ORD004012,Blinkit,Pune,46.0,Fruits & Vegetables,No,708.83,27.0,6.49,19.0,5.0,4.0
ORD004013,Swiggy Instamart,Mumbai,49.0,Beverages,No,495.73,11.8,8.91,1.0,4.0,2.0
ORD004014,Zepto,Pune,27.0,Meat & Seafood,No,634.8,32.8,6.51,6.0,4.0,5.0
ORD004015,JioMart Express,Kolkata,30.0,Household Essentials,Yes,200.59,9.8,6.81,2.0,4.0,5.0
ORD004016,Swiggy Instamart,Delhi,64.0,Groceries,Yes,301.0,22.5,1.49,17.0,2.0,5.0
ORD004017,BigBasket Now,Kolkata,40.0,Fruits & Vegetables,No,511.47,9.4,6.82,14.0,4.0,3.0
ORD004018,Blinkit,Mumbai,40.0,Bakery,No,835.05,14.5,4.82,13.0,4.0,5.0
ORD004019,BigBasket Now,Ahmedabad,48.0,Dairy & Eggs,Yes,246.93,17.1,6.69,11.0,4.0,5.0
ORD004020,Blinkit,Bangalore,21.0,Dairy & Eggs,No,119.11,13.5,3.6,16.0,4.0,4.0
ORD004021,Dunzo,Delhi,20.0,Household Essentials,No,299.18,15.3,6.02,18.0,5.0,4.0
ORD004022,Zepto,Delhi,38.0,Personal Care,Yes,739.58,9.4,4.53,3.0,3.0,5.0
ORD004023,Dunzo,,19.0,Personal Care,No,155.97,11.1,5.81,1.0,4.0,4.0
ORD004024,Dunzo,Ahmedabad,21.0,Beverages,No,199.11,20.1,1.9,14.0,4.0,
ORD004025,BigBasket Now,Mumbai,18.0,Groceries,Yes,442.99,16.6,4.26,17.0,5.0,5.0
ORD004026,Zepto,Hyderabad,32.0,Baby Care,No,376.31,12.5,4.06,3.0,4.0,4.0
ORD004027,Blinkit,Bangalore,50.0,Household Essentials,No,576.33,27.9,7.5,12.0,3.0,5.0
ORD004028,Blinkit,Ahmedabad,23.0,Dairy & Eggs,Yes,193.01,10.1,7.21,2.0,5.0,4.0
ORD004029,JioMart Express,Delhi,24.0,Dairy & Eggs,No,331.96,14.2,9.13,2.0,4.0,1.0
ORD004030,Swiggy Instamart,Bangalore,36.0,Groceries,Yes,826.43,13.4,6.5,12.0,2.0,4.0
ORD004031,JioMart Express,Bangalore,61.0,Beverages,Yes,197.21,21.0,3.49,5.0,4.0,5.0
ORD004032,JioMart Express,Chennai,18.0,Personal Care,Yes,978.62,16.8,7.94,16.0,5.0,1.0
ORD004033,Blinkit,Mumbai,56.0,Snacks & Munchies,Yes,212.63,15.7,5.22,5.0,4.0,4.0
ORD004034,BigBasket Now,Mumbai,36.0,Beverages,Yes,671.58,7.9,2.34,3.0,4.0,3.0
ORD004035,Dunzo,Delhi,62.0,Beverages,No,322.54,23.2,7.6,6.0,3.0,4.0
ORD004036,Dunzo,Chennai,43.0,Bakery,Yes,202.97,15.1,1.76,19.0,4.0,5.0
ORD004037,Dunzo,Mumbai,61.0,Baby Care,No,299.42,17.2,2.19,12.0,3.0,4.0
ORD004038,Zepto,Hyderabad,29.0,Baby Care,No,559.45,12.2,7.71,8.0,4.0,4.0
ORD004039,Blinkit,Delhi,39.0,Dairy & Eggs,Yes,401.77,11.4,7.82,6.0,4.0,4.0
ORD004040,BigBasket Now,Pune,30.0,Baby Care,No,789.25,30.0,8.01,14.0,4.0,4.0
ORD004041,Zepto,Ahmedabad,45.0,Dairy & Eggs,No,954.74,8.1,3.29,3.0,,4.0
ORD004042,Swiggy Instamart,Bangalore,31.0,Beverages,No,198.38,10.8,8.73,11.0,4.0,5.0
ORD004043,BigBasket Now,Delhi,39.0,Groceries,Yes,189.85,29.7,7.37,7.0,3.0,5.0
ORD004044,JioMart Express,Delhi,47.0,Snacks & Munchies,No,184.4,21.2,8.42,9.0,2.0,4.0
ORD004045,BigBasket Now,Mumbai,61.0,Groceries,No,235.21,14.4,7.23,11.0,3.0,5.0
ORD004046,BigBasket Now,Delhi,37.0,Beverages,Yes,782.53,27.1,6.01,13.0,3.0,5.0
ORD004047,Dunzo,Hyderabad,61.0,Meat & Seafood,Yes,564.66,19.7,1.54,18.0,5.0,2.0
ORD004048,BigBasket Now,Bangalore,44.0,Household Essentials,No,290.9,18.0,7.25,10.0,5.0,4.0
ORD004049,JioMart Express,Ahmedabad,55.0,Personal Care,Yes,400.75,18.0,7.06,2.0,5.0,5.0
ORD004050,JioMart Express,Bangalore,59.0,Household Essentials,No,936.91,19.8,3.47,7.0,4.0,5.0
ORD004051,Blinkit,Chennai,58.0,Snacks & Munchies,Yes,1267.51,20.1,7.49,15.0,3.0,4.0
ORD004052,BigBasket Now,Bangalore,51.0,Baby Care,Yes,471.36,39.6,5.73,10.0,5.0,5.0
ORD004053,Dunzo,Bangalore,56.0,Household Essentials,No,100.0,15.2,5.81,12.0,4.0,4.0
ORD004054,BigBasket Now,Delhi,58.0,Baby Care,Yes,482.21,15.4,3.99,9.0,1.0,2.0
ORD004055,Swiggy Instamart,Bangalore,61.0,Beverages,Yes,706.87,10.0,1.61,19.0,5.0,5.0
ORD004056,Swiggy Instamart,Bangalore,54.0,Snacks & Munchies,Yes,461.64,16.1,2.56,6.0,2.0,5.0
ORD004057,Dunzo,,18.0,Bakery,Yes,623.85,34.6,7.8,19.0,4.0,4.0
ORD004058,Blinkit,Ahmedabad,32.0,Personal Care,No,499.82,24.4,3.08,1.0,4.0,1.0
ORD004059,Blinkit,Delhi,49.0,Personal Care,No,192.33,13.2,0.52,,5.0,5.0
ORD004060,JioMart Express,Mumbai,25.0,Meat & Seafood,Yes,237.05,16.6,9.97,15.0,5.0,4.0
ORD004061,JioMart Express,Bangalore,50.0,Bakery,No,332.72,9.8,2.5,11.0,5.0,2.0
ORD004062,Zepto,Bangalore,35.0,Dairy & Eggs,Yes,764.52,11.2,6.73,18.0,4.0,3.0
ORD004063,Dunzo,Mumbai,62.0,Personal Care,No,254.8,17.5,9.31,,4.0,3.0
ORD004064,BigBasket Now,Chennai,46.0,Fruits & Vegetables,Yes,530.35,13.5,6.2,4.0,2.0,4.0
ORD004065,Dunzo,Ahmedabad,49.0,Dairy & Eggs,Yes,484.06,10.8,8.09,4.0,4.0,3.0
ORD004066,Zepto,Ahmedabad,50.0,Personal Care,No,1044.94,20.0,9.78,4.0,5.0,2.0
ORD004067,JioMart Express,Mumbai,22.0,Beverages,Yes,393.47,15.9,8.67,18.0,4.0,5.0
ORD004068,Dunzo,Pune,35.0,Snacks & Munchies,Yes,140.77,8.8,5.8,1.0,2.0,5.0
ORD004069,Dunzo,Chennai,27.0,Snacks & Munchies,No,594.74,7.2,3.96,7.0,3.0,3.0
ORD004070,JioMart Express,Bangalore,53.0,Fruits & Vegetables,No,1455.1,13.1,5.08,14.0,4.0,3.0
ORD004071,Zepto,Bangalore,50.0,Beverages,No,618.58,8.7,8.5,16.0,3.0,4.0
ORD004072,JioMart Express,Kolkata,40.0,Fruits & Vegetables,No,251.49,7.8,8.61,15.0,4.0,3.0
ORD004073,Blinkit,Bangalore,57.0,Baby Care,No,210.78,25.8,8.54,5.0,3.0,3.0
ORD004074,BigBasket Now,Delhi,22.0,Groceries,Yes,227.74,15.8,6.17,13.0,3.0,4.0
ORD004075,JioMart Express,Bangalore,51.0,Personal Care,Yes,1342.1,14.8,5.03,5.0,2.0,5.0
ORD004076,Zepto,Hyderabad,41.0,Beverages,No,331.49,15.3,3.46,18.0,5.0,5.0
ORD004077,Swiggy Instamart,Mumbai,34.0,Groceries,No,271.08,10.4,0.53,5.0,4.0,5.0
ORD004078,Blinkit,Pune,48.0,Groceries,No,366.84,19.4,7.76,5.0,4.0,4.0
ORD004079,Swiggy Instamart,Chennai,24.0,Snacks & Munchies,No,333.57,15.6,3.13,6.0,4.0,5.0
ORD004080,JioMart Express,Hyderabad,34.0,Snacks & Munchies,Yes,1033.38,12.1,3.63,14.0,4.0,4.0
ORD004081,Blinkit,Mumbai,45.0,Bakery,Yes,219.49,12.9,8.51,2.0,5.0,4.0
ORD004082,BigBasket Now,Hyderabad,55.0,Baby Care,Yes,819.25,10.1,1.0,15.0,5.0,4.0
ORD004083,JioMart Express,Mumbai,39.0,Beverages,No,434.09,14.0,9.31,16.0,1.0,5.0
ORD004084,BigBasket Now,Mumbai,32.0,Meat & Seafood,No,832.32,14.9,0.51,5.0,2.0,2.0
ORD004085,Dunzo,Bangalore,54.0,Beverages,No,1042.7,13.8,9.42,16.0,4.0,3.0
ORD004086,Swiggy Instamart,,32.0,Baby Care,No,424.49,16.8,4.82,1.0,3.0,5.0
ORD004087,Blinkit,Hyderabad,42.0,Snacks & Munchies,No,333.94,15.9,1.47,8.0,,4.0
ORD004088,BigBasket Now,Mumbai,38.0,Snacks & Munchies,No,419.77,18.0,6.9,1.0,4.0,3.0
ORD004089,Zepto,Bangalore,55.0,Personal Care,No,381.13,24.0,9.01,7.0,4.0,4.0
ORD004090,BigBasket Now,Mumbai,19.0,Household Essentials,No,149.28,20.8,4.66,6.0,4.0,3.0
ORD004091,Zepto,Ahmedabad,44.0,Snacks & Munchies,No,1024.02,24.1,7.07,8.0,4.0,2.0
ORD004092,JioMart Express,Hyderabad,49.0,Fruits & Vegetables,Yes,467.53,11.7,9.8,5.0,2.0,3.0
ORD004093,Blinkit,Chennai,38.0,Personal Care,Yes,200.77,13.4,2.79,15.0,5.0,4.0
ORD004094,BigBasket Now,Delhi,21.0,Dairy & Eggs,No,116.69,21.4,8.29,16.0,1.0,3.0
ORD004095,BigBasket Now,Mumbai,61.0,Household Essentials,No,100.0,21.5,3.3,17.0,5.0,4.0
ORD004096,Blinkit,Ahmedabad,36.0,Household Essentials,Yes,640.53,12.5,4.55,11.0,3.0,2.0
ORD004097,BigBasket Now,Delhi,19.0,Fruits & Vegetables,Yes,278.28,21.0,3.18,2.0,5.0,
ORD004098,Zepto,Bangalore,43.0,Household Essentials,No,307.07,11.3,4.74,1.0,1.0,5.0
ORD004099,BigBasket Now,Hyderabad,51.0,Meat & Seafood,No,540.72,19.9,0.55,17.0,4.0,5.0
ORD004100,Swiggy Instamart,Mumbai,31.0,Snacks & Munchies,Yes,296.0,16.3,3.38,1.0,4.0,4.0
ORD004101,JioMart Express,Kolkata,32.0,Snacks & Munchies,No,559.99,9.5,4.73,2.0,2.0,1.0
ORD004102,Dunzo,Bangalore,37.0,Personal Care,No,427.16,13.8,6.51,17.0,4.0,3.0
ORD004103,Zepto,Delhi,51.0,Baby Care,No,383.57,39.4,6.55,4.0,3.0,5.0
ORD004104,Swiggy Instamart,Mumbai,53.0,Fruits & Vegetables,Yes,157.02,17.8,6.05,12.0,,3.0
ORD004105,JioMart Express,Mumbai,36.0,Snacks & Munchies,Yes,246.7,41.3,3.28,10.0,4.0,5.0
ORD004106,Blinkit,Pune,26.0,Groceries,Yes,579.13,9.2,9.5,10.0,5.0,4.0
ORD004107,Zepto,Chennai,24.0,Bakery,Yes,267.95,22.2,4.22,15.0,2.0,5.0
ORD004108,Dunzo,Delhi,47.0,Snacks & Munchies,Yes,831.49,6.0,2.56,11.0,2.0,4.0
ORD004109,JioMart Express,Mumbai,30.0,Beverages,No,1648.86,16.4,5.77,7.0,4.0,4.0
ORD004110,Dunzo,Chennai,44.0,Groceries,Yes,598.14,21.2,7.61,10.0,5.0,3.0
ORD004111,Blinkit,Hyderabad,61.0,Baby Care,No,988.02,23.0,0.62,19.0,5.0,4.0
ORD004112,Blinkit,Bangalore,52.0,Groceries,No,621.69,11.9,3.13,18.0,4.0,5.0
ORD004113,Zepto,Delhi,30.0,Household Essentials,Yes,292.79,24.9,8.34,2.0,5.0,1.0
ORD004114,BigBasket Now,Delhi,32.0,Bakery,No,454.91,13.3,5.32,7.0,5.0,4.0
ORD004115,Blinkit,Hyderabad,63.0,Dairy & Eggs,No,1350.18,15.4,4.38,14.0,3.0,4.0
ORD004116,JioMart Express,Ahmedabad,26.0,Bakery,No,294.67,13.8,9.34,11.0,3.0,4.0
ORD004117,BigBasket Now,Mumbai,62.0,Snacks & Munchies,Yes,216.24,10.4,1.35,1.0,3.0,2.0
ORD004118,Swiggy Instamart,Hyderabad,40.0,Personal Care,No,204.28,30.8,6.35,5.0,3.0,5.0
ORD004119,Dunzo,Bangalore,53.0,Meat & Seafood,Yes,354.07,16.8,3.75,4.0,,4.0
ORD004120,BigBasket Now,Bangalore,57.0,Baby Care,No,220.95,25.4,1.17,14.0,4.0,5.0
ORD004121,Dunzo,Delhi,20.0,Personal Care,Yes,1101.48,25.0,2.53,3.0,4.0,
ORD004122,BigBasket Now,Kolkata,51.0,Snacks & Munchies,No,459.35,11.2,6.47,18.0,3.0,3.0
ORD004123,Swiggy Instamart,Bangalore,36.0,Personal Care,Yes,722.73,26.7,0.77,18.0,5.0,3.0
ORD004124,Blinkit,Bangalore,45.0,Beverages,Yes,337.24,20.1,6.13,4.0,4.0,
ORD004125,Swiggy Instamart,Delhi,40.0,Groceries,No,203.54,10.8,9.59,3.0,4.0,4.0
ORD004126,Blinkit,Mumbai,57.0,Meat & Seafood,No,183.89,19.7,8.05,10.0,,1.0
ORD004127,Blinkit,Mumbai,62.0,Snacks & Munchies,Yes,233.97,10.9,3.78,16.0,3.0,5.0
ORD004128,Dunzo,Chennai,24.0,Household Essentials,Yes,496.96,31.3,1.81,3.0,4.0,4.0
ORD004129,JioMart Express,Mumbai,58.0,Baby Care,No,551.11,22.8,4.92,19.0,4.0,3.0
ORD004130,Swiggy Instamart,Chennai,29.0,Household Essentials,No,579.36,16.0,4.23,15.0,5.0,4.0
ORD004131,BigBasket Now,Bangalore,31.0,Groceries,Yes,165.14,27.3,9.73,5.0,2.0,5.0
ORD004132,Swiggy Instamart,Bangalore,63.0,Meat & Seafood,No,403.33,8.7,9.9,11.0,5.0,2.0
ORD004133,Dunzo,Bangalore,32.0,Groceries,No,217.97,12.2,4.4,9.0,5.0,4.0
ORD004134,Blinkit,Delhi,20.0,Fruits & Vegetables,Yes,513.31,14.9,1.91,13.0,4.0,3.0
ORD004135,Dunzo,Mumbai,32.0,Household Essentials,No,537.78,40.2,9.15,11.0,3.0,5.0
ORD004136,Zepto,Delhi,41.0,Groceries,No,199.68,10.7,8.04,14.0,4.0,5.0
ORD004137,Zepto,Hyderabad,63.0,Groceries,No,721.13,8.3,5.36,1.0,3.0,4.0
ORD004138,BigBasket Now,Hyderabad,25.0,Personal Care,Yes,1641.38,9.2,3.97,9.0,4.0,4.0
ORD004139,Dunzo,Delhi,22.0,Snacks & Munchies,No,665.74,23.6,4.76,13.0,5.0,4.0
ORD004140,BigBasket Now,Bangalore,21.0,Personal Care,Yes,365.88,13.0,9.07,2.0,4.0,4.0
ORD004141,BigBasket Now,Mumbai,31.0,Fruits & Vegetables,No,333.64,15.4,2.25,4.0,2.0,
ORD004142,Zepto,Delhi,33.0,Bakery,Yes,355.87,22.3,8.16,16.0,3.0,4.0
ORD004143,BigBasket Now,,37.0,Bakery,No,255.59,15.4,0.67,10.0,4.0,5.0
ORD004144,Zepto,Pune,41.0,Personal Care,No,469.39,17.8,9.25,6.0,4.0,5.0
ORD004145,Blinkit,,23.0,Dairy & Eggs,Yes,203.76,20.4,5.25,9.0,4.0,2.0
ORD004146,Dunzo,Delhi,48.0,Household Essentials,No,129.82,13.8,2.65,,5.0,5.0
ORD004147,BigBasket Now,Delhi,23.0,Personal Care,No,460.25,15.4,0.53,1.0,4.0,3.0
ORD004148,Zepto,Mumbai,52.0,Beverages,Yes,408.6,18.1,5.82,12.0,5.0,4.0
ORD004149,Swiggy Instamart,Hyderabad,32.0,Beverages,No,286.37,23.3,2.82,16.0,5.0,4.0
ORD004150,BigBasket Now,Mumbai,46.0,Baby Care,No,186.86,12.0,6.5,2.0,2.0,5.0
ORD004151,JioMart Express,Mumbai,20.0,Fruits & Vegetables,Yes,480.03,5.0,3.17,,3.0,3.0
ORD004152,Blinkit,Hyderabad,28.0,Fruits & Vegetables,No,222.72,21.6,1.34,8.0,3.0,5.0
ORD004153,Blinkit,Delhi,20.0,Personal Care,No,371.16,23.8,5.3,1.0,3.0,5.0
ORD004154,Swiggy Instamart,Chennai,45.0,Meat & Seafood,Yes,1163.26,17.8,5.86,5.0,3.0,2.0
ORD004155,Zepto,Hyderabad,27.0,Groceries,No,596.28,18.3,4.8,10.0,4.0,5.0
ORD004156,BigBasket Now,Delhi,50.0,Snacks & Munchies,Yes,177.42,13.1,4.85,3.0,2.0,3.0
ORD004157,Zepto,Hyderabad,33.0,Groceries,No,187.75,20.1,6.1,11.0,2.0,2.0
ORD004158,Blinkit,Mumbai,27.0,Groceries,No,441.9,23.1,5.5,5.0,2.0,5.0
ORD004159,Zepto,Bangalore,50.0,Fruits & Vegetables,Yes,176.76,16.8,1.76,12.0,1.0,4.0
ORD004160,Blinkit,Bangalore,53.0,Fruits & Vegetables,No,121.38,44.5,2.37,12.0,4.0,4.0
ORD004161,Zepto,Delhi,20.0,Beverages,No,555.25,8.8,1.85,13.0,3.0,4.0
ORD004162,Swiggy Instamart,Hyderabad,22.0,Fruits & Vegetables,Yes,489.1,17.6,7.09,14.0,5.0,3.0
ORD004163,Dunzo,Pune,29.0,Personal Care,No,528.67,10.3,5.52,4.0,2.0,4.0
ORD004164,Swiggy Instamart,Ahmedabad,61.0,Beverages,No,472.4,23.4,4.58,3.0,5.0,1.0
ORD004165,Swiggy Instamart,Hyderabad,30.0,Household Essentials,No,387.93,8.7,8.08,17.0,2.0,3.0
ORD004166,Dunzo,Bangalore,41.0,Groceries,No,271.15,9.6,3.6,8.0,4.0,5.0
ORD004167,Dunzo,Delhi,61.0,Household Essentials,Yes,549.87,12.8,5.9,16.0,3.0,5.0
ORD004168,BigBasket Now,Delhi,49.0,Groceries,Yes,1010.23,18.3,1.21,11.0,5.0,4.0
ORD004169,BigBasket Now,Bangalore,33.0,Groceries,No,298.65,13.0,7.57,5.0,2.0,3.0
ORD004170,Swiggy Instamart,Delhi,49.0,Baby Care,No,218.67,13.0,7.1,16.0,5.0,4.0
ORD004171,Swiggy Instamart,Pune,62.0,Groceries,No,204.16,15.3,8.12,9.0,1.0,5.0
ORD004172,Blinkit,Delhi,54.0,Meat & Seafood,Yes,239.84,14.9,8.9,13.0,3.0,2.0
ORD004173,Blinkit,Delhi,53.0,Household Essentials,No,455.57,29.8,7.7,8.0,4.0,2.0
ORD004174,BigBasket Now,Bangalore,38.0,Groceries,No,111.75,21.6,8.52,5.0,5.0,5.0
ORD004175,JioMart Express,Kolkata,64.0,Dairy & Eggs,Yes,525.05,14.4,3.78,9.0,5.0,4.0
ORD004176,JioMart Express,Hyderabad,29.0,Dairy & Eggs,Yes,593.68,38.0,3.76,6.0,4.0,2.0
ORD004177,BigBasket Now,Hyderabad,38.0,Dairy & Eggs,No,137.16,20.0,9.47,2.0,5.0,3.0
ORD004178,Blinkit,Delhi,38.0,Personal Care,Yes,224.19,11.2,9.19,7.0,5.0,5.0
ORD004179,Blinkit,Kolkata,60.0,Beverages,Yes,423.18,18.2,5.71,17.0,4.0,4.0
ORD004180,JioMart Express,Mumbai,23.0,Household Essentials,No,370.15,20.4,3.98,12.0,,3.0
ORD004181,Zepto,Pune,26.0,Groceries,No,551.03,12.5,8.73,1.0,1.0,5.0
ORD004182,Zepto,Bangalore,18.0,Bakery,No,370.67,10.8,3.57,15.0,4.0,5.0
ORD004183,Blinkit,Bangalore,29.0,Beverages,No,861.66,17.0,1.96,11.0,5.0,1.0
ORD004184,Zepto,Bangalore,31.0,Bakery,No,332.72,14.2,6.58,10.0,4.0,4.0
ORD004185,Dunzo,Hyderabad,23.0,Snacks & Munchies,No,223.67,29.7,0.9,16.0,5.0,3.0
ORD004186,BigBasket Now,Mumbai,18.0,Meat & Seafood,Yes,213.14,22.1,4.1,9.0,,4.0
ORD004187,BigBasket Now,Pune,39.0,Snacks & Munchies,Yes,627.21,12.7,8.17,12.0,5.0,3.0
ORD004188,Blinkit,Bangalore,51.0,Fruits & Vegetables,Yes,410.66,19.5,3.3,15.0,2.0,3.0
ORD004189,Swiggy Instamart,Delhi,28.0,Beverages,Yes,590.06,27.3,9.35,16.0,3.0,4.0
ORD004190,JioMart Express,Mumbai,20.0,Bakery,Yes,582.82,9.4,9.58,1.0,1.0,4.0
ORD004191,Blinkit,Bangalore,59.0,Baby Care,Yes,120.07,10.9,8.25,6.0,5.0,4.0
ORD004192,Zepto,Bangalore,23.0,Groceries,Yes,203.56,16.4,9.88,13.0,3.0,2.0
ORD004193,JioMart Express,Bangalore,23.0,Personal Care,Yes,218.68,16.7,5.54,,4.0,5.0
ORD004194,Swiggy Instamart,Chennai,37.0,Household Essentials,No,247.24,16.1,5.91,13.0,3.0,3.0
ORD004195,Zepto,Bangalore,38.0,Groceries,Yes,313.5,14.5,8.44,5.0,1.0,4.0
ORD004196,Dunzo,Ahmedabad,19.0,Household Essentials,No,734.72,14.4,5.18,3.0,3.0,2.0
ORD004197,Zepto,Hyderabad,43.0,Baby Care,Yes,828.06,19.2,4.36,12.0,2.0,4.0
ORD004198,Dunzo,Kolkata,48.0,Groceries,No,338.41,25.9,6.34,10.0,4.0,2.0
ORD004199,JioMart Express,Mumbai,43.0,Meat & Seafood,No,346.97,13.6,6.75,9.0,5.0,3.0
ORD004200,Dunzo,,49.0,Fruits & Vegetables,No,264.21,43.6,7.63,17.0,4.0,4.0
ORD004201,JioMart Express,,27.0,Dairy & Eggs,No,425.61,36.0,6.85,6.0,5.0,
ORD004202,JioMart Express,Hyderabad,40.0,Baby Care,No,455.55,28.0,7.58,14.0,4.0,4.0
ORD004203,JioMart Express,Pune,23.0,Fruits & Vegetables,Yes,654.51,21.1,6.91,3.0,5.0,
ORD004204,JioMart Express,Mumbai,40.0,Groceries,No,651.36,36.7,5.06,18.0,5.0,
ORD004205,JioMart Express,Mumbai,45.0,Bakery,No,101.37,14.6,1.78,7.0,5.0,5.0
ORD004206,Zepto,Pune,47.0,Fruits & Vegetables,No,368.14,11.8,7.96,9.0,2.0,1.0
ORD004207,JioMart Express,Delhi,31.0,Personal Care,Yes,925.62,13.3,0.79,15.0,5.0,2.0
ORD004208,Zepto,Hyderabad,54.0,Fruits & Vegetables,No,310.17,11.0,9.93,19.0,3.0,3.0
ORD004209,JioMart Express,Bangalore,49.0,Snacks & Munchies,No,799.15,17.3,8.37,16.0,4.0,1.0
ORD004210,Dunzo,Kolkata,51.0,Meat & Seafood,No,335.67,18.5,6.87,19.0,3.0,2.0
ORD004211,JioMart Express,Mumbai,58.0,Baby Care,No,448.07,17.8,9.68,19.0,4.0,3.0
ORD004212,Swiggy Instamart,Mumbai,61.0,Dairy & Eggs,Yes,203.95,16.4,6.32,17.0,4.0,2.0
ORD004213,JioMart Express,Hyderabad,39.0,Groceries,Yes,208.61,17.3,1.04,6.0,2.0,5.0
ORD004214,JioMart Express,Ahmedabad,48.0,Baby Care,Yes,623.47,32.9,5.81,1.0,5.0,2.0
ORD004215,Dunzo,Bangalore,24.0,Beverages,Yes,684.78,21.1,3.13,19.0,4.0,5.0
ORD004216,BigBasket Now,Delhi,58.0,Baby Care,Yes,409.88,23.8,4.01,15.0,1.0,5.0
ORD004217,Dunzo,Hyderabad,38.0,Personal Care,Yes,193.15,17.7,4.87,3.0,4.0,2.0
ORD004218,Swiggy Instamart,Pune,33.0,Baby Care,Yes,414.17,8.6,7.86,17.0,4.0,1.0
ORD004219,BigBasket Now,Kolkata,37.0,Beverages,No,857.77,8.0,5.28,6.0,2.0,1.0
ORD004220,Blinkit,Ahmedabad,60.0,Fruits & Vegetables,Yes,1147.93,37.8,5.01,4.0,3.0,4.0
ORD004221,Blinkit,Mumbai,61.0,Snacks & Munchies,No,333.61,13.3,3.37,8.0,5.0,4.0
ORD004222,Swiggy Instamart,Mumbai,64.0,Fruits & Vegetables,No,149.02,12.8,5.63,4.0,5.0,4.0
ORD004223,Dunzo,Hyderabad,36.0,Fruits & Vegetables,No,667.95,18.1,2.86,2.0,2.0,4.0
ORD004224,Zepto,Kolkata,49.0,Beverages,Yes,341.87,20.5,2.98,10.0,4.0,3.0
ORD004225,Swiggy Instamart,Delhi,32.0,Household Essentials,No,710.4,21.6,7.69,12.0,4.0,5.0
ORD004226,BigBasket Now,Delhi,22.0,Dairy & Eggs,No,477.54,33.4,3.75,1.0,4.0,3.0
ORD004227,BigBasket Now,Kolkata,28.0,Beverages,No,237.44,30.0,0.99,12.0,4.0,5.0
ORD004228,JioMart Express,Mumbai,32.0,Fruits & Vegetables,No,417.78,11.9,3.76,10.0,1.0,
ORD004229,Blinkit,Delhi,46.0,Baby Care,No,884.48,24.2,6.57,12.0,3.0,3.0
ORD004230,BigBasket Now,Bangalore,62.0,Dairy & Eggs,No,368.89,14.1,8.23,19.0,2.0,5.0
ORD004231,Swiggy Instamart,,21.0,Groceries,Yes,216.83,15.6,9.64,3.0,4.0,4.0
ORD004232,BigBasket Now,Chennai,53.0,Bakery,Yes,155.53,10.6,7.59,19.0,5.0,5.0
ORD004233,Swiggy Instamart,Delhi,40.0,Groceries,No,253.84,8.4,4.57,7.0,5.0,4.0
ORD004234,Zepto,Hyderabad,32.0,Personal Care,Yes,315.42,16.2,3.34,1.0,5.0,5.0
ORD004235,JioMart Express,Hyderabad,63.0,Fruits & Vegetables,Yes,659.84,11.2,1.73,13.0,5.0,5.0
ORD004236,Blinkit,Bangalore,61.0,Baby Care,No,205.92,23.8,6.46,9.0,1.0,4.0
ORD004237,BigBasket Now,Hyderabad,20.0,Household Essentials,Yes,1024.8,14.7,5.34,16.0,5.0,3.0
ORD004238,Swiggy Instamart,Delhi,49.0,Snacks & Munchies,No,180.86,18.6,6.94,18.0,3.0,4.0
ORD004239,Dunzo,Mumbai,27.0,Snacks & Munchies,No,1634.17,28.4,2.75,15.0,5.0,5.0
ORD004240,Blinkit,Mumbai,57.0,Dairy & Eggs,Yes,1136.05,9.1,3.57,15.0,5.0,4.0
ORD004241,Zepto,,55.0,Household Essentials,Yes,439.09,12.3,3.27,15.0,4.0,5.0
ORD004242,Swiggy Instamart,Bangalore,39.0,Bakery,Yes,150.11,17.7,8.08,10.0,4.0,4.0
ORD004243,JioMart Express,Kolkata,31.0,Groceries,Yes,390.23,18.6,2.13,,3.0,5.0
